year,month,day,MinTemp,MaxTemp,Rainfall
2022,2,13,18.6,29.3,7.2
2022,2,12,20.4,28.9,0
2022,2,11,19.1,31.3,0
2022,2,10,19.4,31.2,0
2022,2,9,18.6,30,0
2022,2,8,18,28.3,0
2022,2,7,19.1,29.2,0.8
2022,2,6,19.2,26.9,0
2022,2,5,18.3,27.4,0
2022,2,4,19.7,28.4,20.6
2022,2,3,24.1,30.7,27.2
2022,2,2,25.3,35.5,0
2022,2,1,24.8,34.7,0
2022,1,31,22.6,32,0
2022,1,30,21.1,31.6,0.2
2022,1,29,21.4,31.2,0.4
2022,1,28,21.5,30.1,3
2022,1,27,22.1,28.4,15.2
2022,1,26,23.2,26.6,2
2022,1,25,21.8,30.5,0
2022,1,24,19.4,29.8,0
2022,1,23,19.3,28.3,2
2022,1,22,19.3,27.7,1.6
2022,1,21,21,28,19.2
2022,1,20,21.7,26.7,
2022,1,19,22.7,32.4,0
2022,1,18,24,31.5,0
2022,1,17,23.5,32.4,
2022,1,16,21.2,31.4,4.2
2022,1,15,19.9,30.7,0
2022,1,14,19.8,29.6,0
2022,1,13,20.4,29.8,0.2
2022,1,12,19.4,29.7,0
2022,1,11,22.6,29.8,0.2
2022,1,10,21.5,30.4,
2022,1,9,23.5,30.3,0.6
2022,1,8,23.7,27.6,9.4
2022,1,7,24.8,28.8,0
2022,1,6,23.2,30,3.8
2022,1,5,23.4,30.3,0.2
2022,1,4,22.9,31.8,0
2022,1,3,20.5,30.2,0
2022,1,2,19.5,27.7,
2022,1,1,20.9,26.6,
2021,12,31,18.9,25.6,0
2021,12,30,17.8,27.7,0
2021,12,29,19.1,26.9,0
2021,12,28,19.6,25.7,14.6
2021,12,27,21.3,28.9,0
2021,12,26,20.8,28.4,7.6
2021,12,25,22.8,30,0
2021,12,24,22.5,31.6,17
2021,12,23,21.2,31.1,0
2021,12,22,22.2,31.5,0
2021,12,21,23.2,32.5,0
2021,12,20,21.7,33.3,0
2021,12,19,19.2,29.7,0
2021,12,18,20.4,29.7,1.6
2021,12,17,20.9,29.8,0
2021,12,16,19.9,31.1,0
2021,12,15,18.7,30.5,0
2021,12,14,19.3,31.1,0
2021,12,13,19.9,27.9,0
2021,12,12,20.4,28.1,0
2021,12,11,17.7,30.1,
2021,12,10,20,31.5,17.8
2021,12,9,19.6,32,
2021,12,8,21.7,29.3,
2021,12,7,20.2,28.4,
2021,12,6,18.6,28.1,
2021,12,5,18.9,27.9,
2021,12,4,20.4,30.1,
2021,12,3,21.2,30.4,
2021,12,2,21.8,29.5,5.2
2021,12,1,20.8,26.7,75.4
2021,11,30,20.5,23,30.2
2021,11,29,21,27,0
2021,11,28,20.8,28.1,0
2021,11,27,21.9,27.7,0.2
2021,11,26,22.8,28.6,9.8
2021,11,25,21.4,26.1,13.2
2021,11,24,20.2,27.5,121
2021,11,23,19.4,26.8,13.2
2021,11,22,19.3,25.9,23.6
2021,11,21,22,27.5,0
2021,11,20,18.4,30.1,0
2021,11,19,16.5,27.8,0
2021,11,18,19.4,25.9,0.6
2021,11,17,19.7,26.2,0
2021,11,16,16.3,29.4,0
2021,11,15,12.8,30.5,0
2021,11,14,12.1,28.3,0
2021,11,13,17.2,27.4,0.2
2021,11,12,22.9,29.5,26.6
2021,11,11,23.4,31.4,2.4
2021,11,10,22.9,29.5,0
2021,11,9,21.9,29.1,2.4
2021,11,8,20.8,28.4,12.6
2021,11,7,20.3,27.2,0
2021,11,6,17.7,25.3,1.2
2021,11,5,17.4,25.3,0
2021,11,4,14.6,25.3,0
2021,11,3,17.2,24.3,0.2
2021,11,2,17.6,25.4,0
2021,11,1,16,24.1,0
2021,10,31,19.4,23.6,12
2021,10,30,20.1,33,0.4
2021,10,29,22.1,29.5,0.4
2021,10,28,22.9,30.1,0
2021,10,27,20.2,28.3,0
2021,10,26,20.4,27.1,1.4
2021,10,25,20.1,27.5,0.2
2021,10,24,20.5,33.3,2.6
2021,10,23,20.8,29.8,0.2
2021,10,22,18.4,26.9,9.2
2021,10,21,16.6,26.7,2.4
2021,10,20,16,27.3,0
2021,10,19,14.9,28.4,18
2021,10,18,17,26.1,0
2021,10,17,12.5,27.6,0
2021,10,16,12.1,27.7,0.2
2021,10,15,18.1,30.1,0.8
2021,10,14,17.1,26.2,51.4
2021,10,13,16.8,24.9,0.6
2021,10,12,16.1,22.4,35.2
2021,10,11,18.9,28.3,0
2021,10,10,19.8,28.1,0
2021,10,9,17.9,27.7,0
2021,10,8,16.8,29.1,0.6
2021,10,7,14.2,26.4,0
2021,10,6,14.6,27.1,0
2021,10,5,15.8,31,0
2021,10,4,15.3,36.6,0
2021,10,3,14,30.9,0
2021,10,2,12.6,28.9,8.8
2021,10,1,15.6,27.7,15
2021,9,30,17.1,26.7,3.4
2021,9,29,13,23.6,0.2
2021,9,28,13.9,21.8,0
2021,9,27,15.2,19.8,0.4
2021,9,26,16.6,26,0
2021,9,25,12.1,28.8,0
2021,9,24,,27,
2021,9,23,,,
2021,9,22,,,0
2021,9,21,16.9,24.7,0
2021,9,20,15.2,26.9,0
2021,9,19,15.5,28.2,0
2021,9,18,13.5,25.2,0
2021,9,17,12,24.8,0
2021,9,16,11.4,24.1,0
2021,9,15,10.6,24.9,0
2021,9,14,14.2,22.5,0.8
2021,9,13,14.7,28.9,0
2021,9,12,12,26.1,0
2021,9,11,12.3,25.9,0
2021,9,10,12.1,30.1,0
2021,9,9,12.3,25,0
2021,9,8,9.8,23.9,0
2021,9,7,10.8,24.2,0
2021,9,6,11.1,23.8,0.2
2021,9,5,15,24.4,0
2021,9,4,14.4,24.3,2.2
2021,9,3,15.2,24.5,0.2
2021,9,2,16.4,23.7,3.4
2021,9,1,16.9,26.8,0
2021,8,31,14.6,25.7,0
2021,8,30,10.4,28,0
2021,8,29,10.4,24.7,0
2021,8,28,8.3,24.7,0
2021,8,27,,23.4,
2021,8,26,9.6,21.9,
2021,8,25,10,20.8,0.4
2021,8,24,13.8,21,4.2
2021,8,23,13.7,24.9,0
2021,8,22,12.7,25.7,0
2021,8,21,12,26.4,0
2021,8,20,11.7,24.8,0.2
2021,8,19,11.2,22.5,0
2021,8,18,12.8,19.2,0
2021,8,17,12.1,24.9,0
2021,8,16,13.8,26.8,0
2021,8,15,14.3,25.5,0
2021,8,14,15.2,25.1,1.8
2021,8,13,15.4,25.9,0.2
2021,8,12,12.4,23.9,0
2021,8,11,11.4,22.4,0.2
2021,8,10,12.3,21.4,0
2021,8,9,14.1,21.1,1.4
2021,8,8,7,23.2,0
2021,8,7,9.2,23.2,0
2021,8,6,9.5,22.5,0
2021,8,5,8.6,21.1,0
2021,8,4,13.1,20.2,0
2021,8,3,16.3,25.2,0
2021,8,2,14.1,24.6,
2021,8,1,10.3,25.8,0
2021,7,31,9,22.4,0
2021,7,30,9.1,21.9,0
2021,7,29,14.9,25.7,0
2021,7,28,10.2,24.7,0
2021,7,27,6.2,23.1,0
2021,7,26,7,22.1,0
2021,7,25,14,21.1,0
2021,7,24,13.1,22.1,4.2
2021,7,23,9,20.7,0
2021,7,22,7.3,20.4,0
2021,7,21,12.5,17.4,0
2021,7,20,6,19.7,0
2021,7,19,8.8,22.3,0
2021,7,18,10.1,20.2,0
2021,7,17,14.4,21.1,0.6
2021,7,16,16.7,26.1,0.2
2021,7,15,14.4,24.6,0
2021,7,14,12.5,22.6,0
2021,7,13,10.5,22.9,0
2021,7,12,10.7,20.7,0
2021,7,11,10.6,22.4,0.2
2021,7,10,12.4,20.2,1.4
2021,7,9,12.8,22.7,10
2021,7,8,10.7,19.8,0
2021,7,7,8,22,0
2021,7,6,10.2,20.9,0
2021,7,5,10.4,19.8,0
2021,7,4,13.9,23.5,2.8
2021,7,3,16.4,17.8,17.8
2021,7,2,15,20.9,7
2021,7,1,11.9,20.5,7
2021,6,30,13.1,21.1,1.8
2021,6,29,12.2,21.4,0
2021,6,28,9.4,21.8,0
2021,6,27,10.7,21.7,0
2021,6,26,16,17.5,2.2
2021,6,25,16.4,19.7,1.4
2021,6,24,15.1,22.8,0.8
2021,6,23,13.1,22.7,0.2
2021,6,22,11.2,21.8,0
2021,6,21,10.5,22.7,0
2021,6,20,11.1,22.8,0
2021,6,19,11.7,19.4,0
2021,6,18,8.2,21.3,0
2021,6,17,12.3,23.4,0.2
2021,6,16,11,25.1,14
2021,6,15,11.7,21.9,0
2021,6,14,8.4,23.6,0
2021,6,13,6.5,22.2,
2021,6,12,7.6,21.5,0
2021,6,11,7.3,19.6,0
2021,6,10,9.5,19.3,0
2021,6,9,14.2,18.2,1.4
2021,6,8,10.5,21.1,0
2021,6,7,9.8,22.3,0
2021,6,6,9.5,21.7,0
2021,6,5,11.6,22.5,0
2021,6,4,12,22,4.4
2021,6,3,14.9,21.9,0
2021,6,2,12.7,22.8,0
2021,6,1,11.1,23.9,0
2021,5,31,12.1,21.5,0
2021,5,30,11.6,21.2,0
2021,5,29,11,21,0
2021,5,28,11.2,21.7,0
2021,5,27,13.7,24.3,0
2021,5,26,12.5,25.6,0
2021,5,25,14.1,23.9,0
2021,5,24,13.7,24,0
2021,5,23,14,24.4,0
2021,5,22,14,24,0
2021,5,21,12.2,23.4,0
2021,5,20,13,24,0
2021,5,19,14.5,22.1,0
2021,5,18,11.4,23.3,0
2021,5,17,8.7,22.6,0
2021,5,16,11.7,22,0
2021,5,15,11.2,24.2,0
2021,5,14,13.8,24.8,0
2021,5,13,16.4,24.1,24.8
2021,5,12,17.9,26.1,7.8
2021,5,11,15.6,27.8,0
2021,5,10,16.3,28.1,0
2021,5,9,16.7,26.6,0
2021,5,8,15.9,27,0
2021,5,7,12.9,25.6,0
2021,5,6,12.5,23.7,18.8
2021,5,5,15.7,18.2,17.6
2021,5,4,15.7,26.3,0.2
2021,5,3,16.6,25.5,2.4
2021,5,2,17.1,23.1,12
2021,5,1,16.7,22.3,6.2
2021,4,30,17.1,24.2,0
2021,4,29,15.7,25.1,0.6
2021,4,28,15.7,24.6,0
2021,4,27,16,25.8,0
2021,4,26,15,24.8,0
2021,4,25,13.7,26.6,0
2021,4,24,12.2,25.1,0
2021,4,23,11.6,25,0
2021,4,22,12,22,0
2021,4,21,14.5,30.1,0
2021,4,20,14.6,27.6,0
2021,4,19,14.4,26.5,0.2
2021,4,18,15,24.9,24.6
2021,4,17,19.5,24.7,0
2021,4,16,17.1,30.5,0
2021,4,15,15,28.4,0
2021,4,14,13.6,26.3,0
2021,4,13,14.7,24.9,0
2021,4,12,13.2,24.6,0.2
2021,4,11,18.3,29.2,0
2021,4,10,17.7,33,0
2021,4,9,18.3,30.6,0
2021,4,8,19.2,28.1,0
2021,4,7,19.6,27.5,20.6
2021,4,6,20.9,24.3,45.4
2021,4,5,20.1,23.3,9.4
2021,4,4,19.6,22.5,8.4
2021,4,3,20.5,25.4,0
2021,4,2,17.9,26.6,2.8
2021,4,1,18,26.2,0
2021,3,31,17.3,27.1,0
2021,3,30,19.9,26.3,0
2021,3,29,19.8,30,0
2021,3,28,18.9,30.7,0
2021,3,27,20.4,29.8,0
2021,3,26,19.1,30.5,0
2021,3,25,16.7,31.1,0
2021,3,24,21.4,30.9,21.4
2021,3,23,21.4,27.8,52.6
2021,3,22,21.1,23.2,125
2021,3,21,22,28.5,1
2021,3,20,21.9,28.6,20.8
2021,3,19,20.7,28.7,0
2021,3,18,19.4,27.8,15.4
2021,3,17,18.9,22.3,11.6
2021,3,16,19.1,25.4,12.4
2021,3,15,22.5,23,6.6
2021,3,14,21.5,30.8,0.2
2021,3,13,21.4,29.4,0.4
2021,3,12,20.6,28,0.8
2021,3,11,22.3,28.5,0
2021,3,10,20.8,30.6,0
2021,3,9,21.3,30.4,25.6
2021,3,8,21.8,29.6,0
2021,3,7,21.1,28.4,0
2021,3,6,20.9,28.5,0
2021,3,5,18,30.8,0
2021,3,4,20.1,26.7,0.6
2021,3,3,22.5,26.5,6.2
2021,3,2,22.1,33.2,0
2021,3,1,24.1,29.6,0
2021,2,28,24.1,31.4,4
2021,2,27,23.2,30.8,0
2021,2,26,22.5,31.8,0.2
2021,2,25,22.2,28.7,16.8
2021,2,24,20.9,29.8,10.6
2021,2,23,23.3,32.1,8.2
2021,2,22,22.1,33.6,0
2021,2,21,22.3,33.7,1.2
2021,2,20,22.2,29.6,0.4
2021,2,19,20.8,29,12.2
2021,2,18,19.9,27.4,16.6
2021,2,17,19.5,28.6,5.4
2021,2,16,20.7,28.9,0
2021,2,15,20.7,29.2,0.2
2021,2,14,21.8,30.2,1.6
2021,2,13,21.7,30.7,0
2021,2,12,20.7,30.1,0
2021,2,11,19.9,27.6,0
2021,2,10,18.8,28.5,0
2021,2,9,21.8,29.1,0
2021,2,8,23.5,29.6,0.6
2021,2,7,23,35.2,0
2021,2,6,21,31.1,0
2021,2,5,21,29.7,0.2
2021,2,4,19.7,30,0.2
2021,2,3,20.4,29.1,44.6
2021,2,2,21.4,25.7,19.8
2021,2,1,22.5,29.7,1.4
2021,1,31,23,30.4,0
2021,1,30,21.3,30.2,0
2021,1,29,23.3,30.4,0
2021,1,28,23,30.6,0.4
2021,1,27,21.7,31.4,0.2
2021,1,26,19.4,30.6,0
2021,1,25,21.5,28.9,4.4
2021,1,24,18.9,30.1,0
2021,1,23,20.3,29.3,0
2021,1,22,18.9,29.2,0
2021,1,21,20.7,27.4,0
2021,1,20,22.4,27.6,0
2021,1,19,19.5,32.1,35.4
2021,1,18,23.8,30.1,0
2021,1,17,22.8,29.5,31.6
2021,1,16,23.8,35.3,0
2021,1,15,20.8,31.9,0
2021,1,14,22.4,30.7,0
2021,1,13,20.1,30.8,0
2021,1,12,18.5,30.3,0
2021,1,11,19.1,28.5,0
2021,1,10,19.9,27.8,0.6
2021,1,9,18.6,26.9,5.6
2021,1,8,20.9,23.7,0
2021,1,7,22.1,28.2,2.8
2021,1,6,22.3,33.3,0.4
2021,1,5,23.4,32.8,1
2021,1,4,23.2,30.2,0
2021,1,3,22.2,30.1,0
2021,1,2,21.5,29.9,1.8
2021,1,1,21.7,29.4,2.4
2020,12,31,21.1,29.6,2.8
2020,12,30,24.4,26.2,0
2020,12,29,21.9,30.5,0
2020,12,28,21.1,30.3,0
2020,12,27,18.6,29.3,0
2020,12,26,19.2,28.1,0
2020,12,25,21.7,28.4,0
2020,12,24,20.5,28.2,0
2020,12,23,23.6,32.3,2.4
2020,12,22,23.5,32.5,0
2020,12,21,23.8,30.7,2.8
2020,12,20,24.1,30.6,0
2020,12,19,24.7,30.5,0.2
2020,12,18,23.4,30.9,15.6
2020,12,17,23.5,28.5,4.8
2020,12,16,22.8,29.9,1.4
2020,12,15,21.6,29.8,7.2
2020,12,14,19,26.8,53.6
2020,12,13,18.8,22.7,18.6
2020,12,12,17.3,25.2,12.8
2020,12,11,22.1,26.1,0
2020,12,10,21.9,29.8,0
2020,12,9,20,28.5,0.2
2020,12,8,22.3,33,4.8
2020,12,7,25.8,33.9,0
2020,12,6,23.6,33.2,0
2020,12,5,22.5,32.3,0
2020,12,4,23.6,32.8,0
2020,12,3,25.1,30.9,0
2020,12,2,23.9,31.9,0
2020,12,1,23.3,32.5,0
2020,11,30,21.3,31.6,0
2020,11,29,20.4,31.6,0
2020,11,28,17.8,30,0
2020,11,27,19.9,29.1,0
2020,11,26,19.1,29.6,0
2020,11,25,22.4,27,0
2020,11,24,22.5,32.2,0
2020,11,23,19.5,31.8,0
2020,11,22,18.5,30.1,0
2020,11,21,18.9,29.9,0
2020,11,20,17.3,28.7,0
2020,11,19,20.4,28,0
2020,11,18,22.2,28.4,0.8
2020,11,17,22.3,31.5,0
2020,11,16,22.8,31.4,0
2020,11,15,20.8,31,0
2020,11,14,19.1,31.1,0
2020,11,13,19.9,27.4,0
2020,11,12,18.3,27.5,0
2020,11,11,15.5,26.7,0
2020,11,10,15.6,26.3,0
2020,11,9,15.8,24.9,0
2020,11,8,18.4,23.2,0
2020,11,7,17,27.1,0
2020,11,6,17.8,27,10.4
2020,11,5,18,29.5,0
2020,11,4,16.6,27,0
2020,11,3,16.8,27.4,0
2020,11,2,18.5,28.1,
2020,11,1,16,32,8.8
2020,10,31,21.8,30.5,0
2020,10,30,17.1,30,0.2
2020,10,29,16.7,28.5,23.8
2020,10,28,17.6,27.4,72
2020,10,27,19.7,25.1,0.2
2020,10,26,19.4,30.1,33.8
2020,10,25,19.4,29,37.8
2020,10,24,21.6,26.8,0.4
2020,10,23,19.2,27.9,4.6
2020,10,22,18.5,25.6,2
2020,10,21,16.3,27.4,0
2020,10,20,18.3,27.5,0
2020,10,19,16.9,29.9,1.8
2020,10,18,16.6,29.2,0
2020,10,17,16.9,28.1,0
2020,10,16,15,29,0
2020,10,15,14.8,26.9,5
2020,10,14,15.8,24.7,1.2
2020,10,13,16.5,27.2,0
2020,10,12,17.4,26.1,0
2020,10,11,16.5,27.1,0
2020,10,10,14.7,28.2,0
2020,10,9,16,29.5,0
2020,10,8,15.3,27.3,0
2020,10,7,15.8,27,0
2020,10,6,16.2,27.9,0
2020,10,5,16.2,27.3,0
2020,10,4,14.6,26.1,0
2020,10,3,16.6,27.6,0
2020,10,2,15.5,29,0
2020,10,1,14.6,27.2,0
2020,9,30,11,24.1,0
2020,9,29,13.4,23.9,0
2020,9,28,12,23.9,0
2020,9,27,10.3,25.6,0
2020,9,26,15.6,24.9,0.8
2020,9,25,14.3,27.7,0
2020,9,24,18.7,28.9,0
2020,9,23,20.8,31.4,0
2020,9,22,19.9,31.1,0
2020,9,21,17,29.7,0
2020,9,20,16.9,27.8,2.2
2020,9,19,16.4,25.6,0.4
2020,9,18,16.1,26.3,0
2020,9,17,14.3,27.1,0
2020,9,16,14.5,26.2,0
2020,9,15,15,25.8,0
2020,9,14,14,28.1,0.8
2020,9,13,13.3,23.8,0
2020,9,12,12.6,24.3,0.2
2020,9,11,14.9,23.1,0.8
2020,9,10,13.4,20.9,0
2020,9,9,14.1,24.9,0
2020,9,8,14.1,24.4,0.2
2020,9,7,16.5,24.8,0.4
2020,9,6,16.4,25.6,0
2020,9,5,14.2,26,0
2020,9,4,15.7,25.7,0
2020,9,3,13.9,25.9,0
2020,9,2,14.5,24.1,0
2020,9,1,12.8,26.4,0
2020,8,31,11.1,27.2,0
2020,8,30,13.1,23.4,0
2020,8,29,12.3,23.2,0
2020,8,28,10.3,26.7,0
2020,8,27,10.5,22.6,0
2020,8,26,9.3,21.7,0
2020,8,25,8,22.6,
2020,8,24,9.1,23.1,0
2020,8,23,10.5,21.2,0
2020,8,22,15.6,22.5,0
2020,8,21,9.2,23.3,
2020,8,20,13.3,23.1,0
2020,8,19,11.9,27,0
2020,8,18,8,24.6,0
2020,8,17,10.3,22.1,0
2020,8,16,12.1,22.6,6.4
2020,8,15,16.9,24.3,1.4
2020,8,14,14.3,23.6,0
2020,8,13,12.4,25.2,0
2020,8,12,10.9,22.8,0
2020,8,11,11,22.8,0
2020,8,10,9.8,18.8,0
2020,8,9,9.8,19.6,0
2020,8,8,14.7,24.1,11.6
2020,8,7,14.8,23.2,0
2020,8,6,9.8,25.9,0
2020,8,5,10.3,25.1,0
2020,8,4,11.9,23.9,0
2020,8,3,11.6,22.8,0
2020,8,2,10.2,24.1,0
2020,8,1,11.9,22.7,0
2020,7,31,11.1,22.8,0
2020,7,30,11.1,24.2,0
2020,7,29,8.3,23.3,0
2020,7,28,12.6,21.7,0.2
2020,7,27,13.1,19.3,1.8
2020,7,26,15.9,23.5,34.2
2020,7,25,14.6,20.8,3.2
2020,7,24,14.1,20.4,7.2
2020,7,23,12.8,17.3,0
2020,7,22,13,19.2,0
2020,7,21,12.4,21.5,0
2020,7,20,9.5,25.4,0
2020,7,19,10.1,25.1,0
2020,7,18,10.2,23.6,0
2020,7,17,9,22.7,0
2020,7,16,8.4,21.8,0
2020,7,15,10.5,22.6,0
2020,7,14,10.1,18.4,0
2020,7,13,14.3,20.9,4.6
2020,7,12,13.9,22.8,0.2
2020,7,11,13.7,24.3,0.6
2020,7,10,13.5,22.5,0.8
2020,7,9,14.3,19.7,6.6
2020,7,8,11.1,23.9,0
2020,7,7,8.1,23.3,0
2020,7,6,8.1,22.8,0
2020,7,5,7.6,21.1,0
2020,7,4,11.7,20.7,0
2020,7,3,11.7,24.8,0
2020,7,2,10.9,23.4,
2020,7,1,11.3,22.5,0
2020,6,30,10.3,22.2,0
2020,6,29,10.9,22.4,0.8
2020,6,28,14.3,18,0.4
2020,6,27,10.5,23.6,0
2020,6,26,9.7,22.9,0
2020,6,25,9.6,21.5,0
2020,6,24,10.5,20.3,0
2020,6,23,9.1,20.1,0
2020,6,22,11.5,20.9,1.6
2020,6,21,14.1,22.5,2.8
2020,6,20,13.1,19.2,1.8
2020,6,19,12.9,21.5,5.2
2020,6,18,15,23.8,1.2
2020,6,17,13,23.3,0
2020,6,16,14.6,23.3,0
2020,6,15,15.4,25.2,11.4
2020,6,14,18.6,24.8,4
2020,6,13,13.4,24.7,0
2020,6,12,13.9,25.9,0
2020,6,11,15.4,26.1,5.4
2020,6,10,14.9,23.5,7
2020,6,9,10.8,23.1,0
2020,6,8,12.1,23.6,0
2020,6,7,10.9,23.3,0
2020,6,6,10.4,24.2,0
2020,6,5,12.6,23.8,0
2020,6,4,10.3,21,0
2020,6,3,9.5,22.1,0
2020,6,2,14.6,20.6,0
2020,6,1,14,24.4,0
2020,5,31,14.7,23.9,3.4
2020,5,30,13.6,24.8,0
2020,5,29,15.1,24.9,0
2020,5,28,14.4,25.4,0
2020,5,27,11.1,25,0
2020,5,26,10.2,25.1,0
2020,5,25,12.3,24.7,0
2020,5,24,10.4,20.7,0
2020,5,23,11.4,15.1,0
2020,5,22,13.8,17.9,6.6
2020,5,21,16.6,21.9,0
2020,5,20,16,23.2,0
2020,5,19,14.1,24.4,0.2
2020,5,18,15.6,24.6,0.4
2020,5,17,15,25.1,0
2020,5,16,14.5,24.9,0
2020,5,15,13.4,24.4,0.2
2020,5,14,14.9,25.9,0
2020,5,13,15.6,24.3,0
2020,5,12,12.3,23,0
2020,5,11,14.5,24.5,0
2020,5,10,16.4,26,0
2020,5,9,14.7,27.1,0
2020,5,8,14.4,26.3,1.4
2020,5,7,15.3,24.2,0
2020,5,6,15.3,25.1,0
2020,5,5,13.4,24.7,0
2020,5,4,11.6,25.8,0
2020,5,3,13.1,25.7,0
2020,5,2,10.4,23.3,0
2020,5,1,15.1,23.2,0
2020,4,30,16.8,29.5,0.2
2020,4,29,18,27.7,1.8
2020,4,28,19.1,26,0
2020,4,27,16.7,28.5,0
2020,4,26,16,28.3,0
2020,4,25,17.2,28.7,0
2020,4,24,16.9,29.4,0
2020,4,23,17.2,28.7,0
2020,4,22,18.4,32.3,0
2020,4,21,15.4,28.8,0
2020,4,20,14.1,28.9,0.2
2020,4,19,17,25.3,0.8
2020,4,18,21,28.3,0
2020,4,17,16.2,33.6,0
2020,4,16,16.5,28.5,0
2020,4,15,16.7,27.4,0
2020,4,14,16.1,27.6,0
2020,4,13,14.8,27,0
2020,4,12,15.3,28.1,0
2020,4,11,18.6,31.4,0
2020,4,10,18.9,25.8,0
2020,4,9,20.1,26.7,0
2020,4,8,20,26.9,0
2020,4,7,18.7,28.9,0
2020,4,6,17.2,29.1,
2020,4,5,19.6,29.9,2.2
2020,4,4,22.6,30.4,0
2020,4,3,20.6,29.8,0
2020,4,2,20,29,0
2020,4,1,20.2,29.6,0
2020,3,31,20.1,30.6,0
2020,3,30,19.2,29.8,1.6
2020,3,29,19.4,28.4,0.2
2020,3,28,18.6,28,2.8
2020,3,27,19.5,26.2,1
2020,3,26,17.7,28.5,0.2
2020,3,25,19.6,27.3,0.2
2020,3,24,21.7,25.3,0
2020,3,23,21.7,28.2,0
2020,3,22,21.9,31.6,0
2020,3,21,18.6,33,0
2020,3,20,17.8,29.5,0
2020,3,19,17.3,28,0
2020,3,18,17.3,27.7,0
2020,3,17,17.6,27,0
2020,3,16,18.4,28,0
2020,3,15,18.7,28.2,0
2020,3,14,17.7,28.2,0
2020,3,13,17.4,26.5,5.2
2020,3,12,18.8,26.1,0.2
2020,3,11,19.3,27.6,8.4
2020,3,10,18.8,25.8,
2020,3,9,21,21.9,
2020,3,8,22.7,27.8,
2020,3,7,24.9,32.1,
2020,3,6,25.6,31.3,
2020,3,5,23,30.5,
2020,3,4,23,29.6,
2020,3,3,22.4,32.4,
2020,3,2,21.7,33.4,
2020,3,1,21.2,31.3,
2020,2,29,22.7,30,0.2
2020,2,28,21.6,32,4.8
2020,2,27,24.4,29.7,0
2020,2,26,22,31.2,0
2020,2,25,20.7,29.2,1.2
2020,2,24,20.8,28.2,1.2
2020,2,23,21.3,26.6,1
2020,2,22,23.3,29.4,0
2020,2,21,23,30.1,0
2020,2,20,21.9,32.8,1.4
2020,2,19,24.7,33.8,0
2020,2,18,22.9,32.4,0
2020,2,17,22.9,31.9,0
2020,2,16,23.9,32.2,1.8
2020,2,15,22.7,31.6,0
2020,2,14,21.7,30.5,36.6
2020,2,13,21.9,26.6,46.8
2020,2,12,22.5,25.9,3.6
2020,2,11,21.9,30,30.8
2020,2,10,21.2,29.3,26.4
2020,2,9,22.6,27.2,21.6
2020,2,8,23.1,29.9,0.2
2020,2,7,20.4,29.1,96.4
2020,2,6,19.9,25.2,77.6
2020,2,5,20.7,25,0.6
2020,2,4,23.8,26.7,13.6
2020,2,3,23.4,34.5,0
2020,2,2,21.6,33.1,0
2020,2,1,22.5,32.2,0
2020,1,31,22.8,30.7,0
2020,1,30,23.8,32.1,0
2020,1,29,24.1,33.4,0.2
2020,1,28,23.4,31.2,1.4
2020,1,27,22.6,30.4,1.6
2020,1,26,23.1,30,0
2020,1,25,26,31.5,0
2020,1,24,25.5,32.1,1.6
2020,1,23,26.7,30.7,0
2020,1,22,23.4,33.5,0.4
2020,1,21,25.5,32.8,2.8
2020,1,20,25.3,32.4,0.8
2020,1,19,22.6,30.3,21.6
2020,1,18,20.7,28.1,71.6
2020,1,17,22.3,29.6,30.8
2020,1,16,22.4,27.4,16
2020,1,15,22.1,29.1,1.4
2020,1,14,21.3,30.1,0
2020,1,13,22.6,28.8,0
2020,1,12,23.3,29.4,15
2020,1,11,24.1,32,0
2020,1,10,23.9,31.8,0
2020,1,9,23.4,31.8,0
2020,1,8,22.2,32.1,
2020,1,7,23.4,,0
2020,1,6,22.7,30.4,0
2020,1,5,21.9,31.5,0
2020,1,4,21.4,31.4,0
2020,1,3,20.9,30.7,0
2020,1,2,21.8,30.4,0
2020,1,1,22.1,29.9,0.4
2019,12,31,21.2,29.4,3.2
2019,12,30,20.7,30.1,0
2019,12,29,20.3,29.2,0
2019,12,28,20.9,28.9,0
2019,12,27,20,27.5,1
2019,12,26,20.8,29.2,14.8
2019,12,25,21.6,26.6,25.2
2019,12,24,24.4,30.4,0
2019,12,23,22.5,30.8,0
2019,12,22,21.9,30.1,0
2019,12,21,20.2,31.2,0
2019,12,20,20.1,30.3,0
2019,12,19,18.7,29.6,0
2019,12,18,19.4,28.9,0
2019,12,17,20.9,29.1,0
2019,12,16,23.5,41.2,0
2019,12,15,23.9,31.9,0
2019,12,14,20.4,30.7,26.6
2019,12,13,22.9,30.6,0
2019,12,12,19.1,31.3,130.4
2019,12,11,23.1,34.4,0
2019,12,10,23.5,33.5,0
2019,12,9,22.5,31.7,0
2019,12,8,22.9,32.6,0
2019,12,7,22,38.1,0
2019,12,6,18.5,38.6,0
2019,12,5,18.7,37.7,0
2019,12,4,17.4,33.9,0
2019,12,3,20.3,35.2,0
2019,12,2,21.8,34.5,3
2019,12,1,22.9,31.4,3.6
2019,11,30,22.1,32.1,0
2019,11,29,22.9,31.3,0
2019,11,28,22,28.9,0
2019,11,27,22.4,31.7,0
2019,11,26,22.1,30.6,0
2019,11,25,18.9,30.5,0
2019,11,24,20.7,29.9,0
